"DC_TITLE","DC_PUBLISHER","DC_IDENTIFIER","DC_SOURCE","DC_LANGUAGE","DC_RELATION","DTB_REVISION","LB_DURATION","LB_MESSAGE_FORMAT","LB_TARGET_AUDIENCE","LB_DATE_RECORDED","LB_KEYWORDS","LB_TIMING","LB_PRIMARY_SPEAKER","LB_GOAL","LB_ENGLISH_TRANSCRIPTION","LB_NOTES","LB_BENEFICIARY","LB_STATUS","CATEGORIES","QUALITY","PROJECT"
"ENYE GROUP 2 - CHOCHO","","LB-2_vbg61ul19e_6h","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"GUTAA - MAAKOTENG","","LB-2_vbg61ul19e_6i","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"KAKALAAZU - VERI","","LB-2_vbg61ul19e_6j","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"KOKAA 2 - WOLOYIRI","","LB-2_vbg61ul19e_6k","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KOKAAH 1 - WOLOYIRI","","LB-2_vbg61ul19e_6l","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"MAALKAVEKPENEBE - ERIBIETENG","","LB-2_vbg61ul19e_6m","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"MAALYIRI-ERIBIETENG","","LB-2_vbg61ul19e_6n","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"MGMEN-SONG - KUUCHILEYIRI","","LB-2_vbg61ul19e_6o","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NARGO-VI - ERIBIETENG","","LB-2_vbg61ul19e_6p","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NOGTAA - DA-EYIRI","","LB-2_vbg61ul19e_6q","","dga","","3","3","","","","","","","","","","","","Communities","l","MEDA"
"NOONYE - CHOGSIA","","LB-2_vbg61ul19e_6r","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NYOOKPEENG - DA-EYIRI","","LB-2_vbg61ul19e_6s","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NYOO-KPENG - LAADAAYIRI","","LB-2_vbg61ul19e_6t","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NYOOTAA - CHOGSIA","","LB-2_vbg61ul19e_6u","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"PELIPOUMAALE 2 - PIITENG","","LB-2_vbg61ul19e_6v","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"PELIPUOMAALE 1 - PIITENG","","LB-2_vbg61ul19e_6w","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SEMI-MAALA - KUUCHEILEYIRI","","LB-2_vbg61ul19e_6x","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SONG-MA -DA-EYIRI","","LB-2_vbg61ul19e_6y","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAA -LIENUBA - DARBAATENG","","LB-2_vbg61ul19e_6z","","dga","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAA MAALTENG - MANYAYIRI","","LB-2_vbg61ul19e_70","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAA MAALTENG - WICHAU-BAO","","LB-2_vbg61ul19e_71","","dga","","3","4","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAA MHORKODO","","LB-2_vbg61ul19e_72","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAA NYOKODO - MAAYAYIRI","","LB-2_vbg61ul19e_73","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAA -TIATAA","","LB-2_vbg61ul19e_74","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAADAZEA - TENDOMA","","LB-2_vbg61ul19e_75","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAAMAALE - TENDOMA","","LB-2_vbg61ul19e_76","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SONTAADANYAARO - TENDOMA","","LB-2_vbg61ul19e_77","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SUMBO - DIESI","","LB-2_vbg61ul19e_78","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"SUNGTAA-NUNTAA - LAADAAYIRI","","LB-2_vbg61ul19e_79","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA - NUNTAA 1 - DIESI","","LB-2_vbg61ul19e_7a","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA NUNTAA - WECHAU-BAO","","LB-2_vbg61ul19e_7b","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAANUNTAA - POYENGTANG","","LB-2_vbg61ul19e_7c","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA-NUNTAA-2 - DIESI","","LB-2_vbg61ul19e_7d","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"TAWONOBAYE - VERI","","LB-2_vbg61ul19e_7e","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIAKANDO - WELYIRI","","LB-2_vbg61ul19e_7f","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIEKANDO - YELEYIRI","","LB-2_vbg61ul19e_7g","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIETAA - POYENGTANGA","","LB-2_vbg61ul19e_7h","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIETAA MAALTENG - WECHAU-BAO","","LB-2_vbg61ul19e_7i","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"TIETAADO - DA-EYIRI","","LB-2_vbg61ul19e_7j","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIETAADO - KUUCHILEYIRI","","LB-2_vbg61ul19e_7k","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"VERI CENTRAL- VERI","","LB-2_vbg61ul19e_7l","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"WAFAATE - DARBAATENG","","LB-2_vbg61ul19e_7m","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"YELSONNE - DA-EYIRI","","LB-2_vbg61ul19e_7n","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"ZOEARIMINE - DARBAATENG","","LB-2_vbg61ul19e_7o","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"BODIYIRI-ZANIYE - CHOGSIA","","LB-2_vbg61ul19e_7p","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"AJAANSUMA - WECHIAU","","LB-2_vbg61ul19e_7q","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"ANGBANBEUO - GA","","LB-2_vbg61ul19e_7r","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"ANGSONMWINE - WECHIAU","","LB-2_vbg61ul19e_7s","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"ANMAANOYOUNG - GOYIRI","","LB-2_vbg61ul19e_7t","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"BAALA SUNTAA 2 - LOSE","","LB-2_vbg61ul19e_7u","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"BAALASUNTAA 1 - LOSE","","LB-2_vbg61ul19e_7v","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"DONGBAYI - TANVAARI","","LB-2_vbg61ul19e_7w","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"ENYE - BANKPAMA","","LB-2_vbg61ul19e_7x","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"FAATIMENE - NYOLI","","LB-2_vbg61ul19e_7y","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"JALENTEYIRI - ALENTEYIRI","","LB-2_vbg61ul19e_7z","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRI - BALEO-FIILI","","LB-2_vbg61ul19e_80","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRI DEKUTAA 1 -- SIELAAH","","LB-2_vbg61ul19e_81","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRI DEKUTAA 2 - SIELAAH","","LB-2_vbg61ul19e_82","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRI DEKUTAA- NYOLI","","LB-2_vbg61ul19e_83","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRI SUMA - NAHA","","LB-2_vbg61ul19e_84","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"LANJINBU - WECHIAU","","LB-2_vbg61ul19e_85","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"LONTAA NUORI-YENI - YIZIE","","LB-2_vbg61ul19e_86","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"MWIN  NAMAALE - BANKPAMA","","LB-2_vbg61ul19e_87","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"MWIN SUNTE - BANKPAMA","","LB-2_vbg61ul19e_88","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"MWINE KPIENGU - NYOLI","","LB-2_vbg61ul19e_89","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"MWINE PAGRA-OLO - NAHA","","LB-2_vbg61ul19e_8a","","dga","","3","3","","","","","","","","","","","","Communities","l","MEDA"
"NAAMWINE SUNTE - NYOLI","","LB-2_vbg61ul19e_8b","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NUMBEU SUMA 2","","LB-2_vbg61ul19e_8c","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NUMBU - WECHIAU","","LB-2_vbg61ul19e_8d","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"NUMBU SUMAN 1 - MAASE","","LB-2_vbg61ul19e_8e","","dga","","2","5","","","","","","","","","","","","Communities","l","MEDA"
"NUU-IRA - BALEO-FIILI","","LB-2_vbg61ul19e_8f","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"PENTECOST WOMEN -NYOLI","","LB-2_vbg61ul19e_8g","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SABOGU SUNG - NAHA","","LB-2_vbg61ul19e_8h","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SONZELLE1 - BONGERE","","LB-2_vbg61ul19e_8i","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SONZELLE2 - BONGBERE","","LB-2_vbg61ul19e_8j","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SONZELLE3 - BONGBERE","","LB-2_vbg61ul19e_8k","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNGBAALA - DORIMO","","LB-2_vbg61ul19e_8l","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNG-SUMA - NAHA","","LB-2_vbg61ul19e_8m","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNG-SUMA - WECHIAU","","LB-2_vbg61ul19e_8n","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA DI - DAGMAATENG","","LB-2_vbg61ul19e_8o","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA DI - MWAAKPAA","","LB-2_vbg61ul19e_8p","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA DO - GADI","","LB-2_vbg61ul19e_8q","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA MAALE - DGMAATENG","","LB-2_vbg61ul19e_8r","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA MAALE - GADI","","LB-2_vbg61ul19e_8s","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA MAALE - NYOLI","","LB-2_vbg61ul19e_8t","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA MAALE - WOLOYIRI","","LB-2_vbg61ul19e_8u","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA MAALE-ERA - WECHIAU","","LB-2_vbg61ul19e_8v","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA NUNTAA - DORIMO","","LB-2_vbg61ul19e_8w","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA NUNTAA - GOYIRI","","LB-2_vbg61ul19e_8x","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAA1 - WECHIAU","","LB-2_vbg61ul19e_8y","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNZELLE - GA","","LB-2_vbg61ul19e_8z","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"TANKAAMAALE - GA","","LB-2_vbg61ul19e_90","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TAWONOBAYE - GOYIRI","","LB-2_vbg61ul19e_91","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TEBAWEANA - NYOLI","","LB-2_vbg61ul19e_92","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"TIETAA MAALE - GADI","","LB-2_vbg61ul19e_93","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"TUNMAALFU1 - DOMANGILI","","LB-2_vbg61ul19e_94","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"TUNMAALFU2 - DOMANGILI","","LB-2_vbg61ul19e_95","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"WONTUODI - TANVAARE","","LB-2_vbg61ul19e_96","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"YIRIMAALOO - NYOLI","","LB-2_vbg61ul19e_97","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"AJAANSUMA - GOYIRI","","LB-2_vbg61ul19e_98","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"BESIDIIR 2 - DERIGUOYIRI","","LB-2_kipjhmhc9s_5d","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ME-NYORE - LAADAAYIRI","","LB-2_kipjhmhc9s_5e","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NIBIMAARON - GADI","","LB-2_kipjhmhc9s_5f","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"BESIDIIR 1 - DERIGUOYIRI","","LB-2_kipjhmhc9s_5g","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"1","","LB-2_kipjhmhc9s_8n","","ssl1","","2","5","","","","","","","","","","","","TB System","l","MEDA"
"2","","LB-2_kipjhmhc9s_8p","","ssl1","","2","11","","","","","","","","","","","","TB System","l","MEDA"
"2-9","","LB-2_kipjhmhc9s_8q","","ssl1","","2","1","","","","","","","","","","","","TB Categories","l","MEDA"
"3","","LB-2_kipjhmhc9s_8r","","ssl1","","2","6","","","","","","","","","","","","TB System","l","MEDA"
"4","","LB-2_kipjhmhc9s_8s","","ssl1","","2","3","","","","","","","","","","","","TB System","l","MEDA"
"5","","LB-2_kipjhmhc9s_8t","","ssl1","","2","6","","","","","","","","","","","","TB System","l","MEDA"
"5-4","","LB-2_kipjhmhc9s_8u","","ssl1","","2","2","","","","","","","","","","","","TB Categories","l","MEDA"
"5-5","","LB-2_kipjhmhc9s_8v","","ssl1","","2","1","","","","","","","","","","","","TB Categories","l","MEDA"
"6","","LB-2_kipjhmhc9s_8w","","ssl1","","2","3","","","","","","","","","","","","TB System","l","MEDA"
"9","","LB-2_kipjhmhc9s_8x","","ssl1","","2","10","","","","","","","","","","","","TB System","l","MEDA"
"10","","LB-2_kipjhmhc9s_8y","","ssl1","","2","1","","","","","","","","","","","","TB System","l","MEDA"
"10-2","","LB-2_kipjhmhc9s_8z","","ssl1","","2","2","","","","","","","","","","","","TB Categories","l","MEDA"
"11","","LB-2_kipjhmhc9s_90","","ssl1","","2","4","","","","","","","","","","","","TB System","l","MEDA"
"16","","LB-2_kipjhmhc9s_91","","ssl1","","2","4","","","","","","","","","","","","TB System","l","MEDA"
"17","","LB-2_kipjhmhc9s_92","","ssl1","","3","5","","","","","","","","","","","","TB System","l","MEDA"
"18","","LB-2_kipjhmhc9s_93","","ssl1","","2","10","","","","","","","","","","","","TB System","l","MEDA"
"19","","LB-2_kipjhmhc9s_94","","ssl1","","2","11","","","","","","","","","","","","TB System","l","MEDA"
"20","","LB-2_kipjhmhc9s_95","","ssl1","","2","6","","","","","","","","","","","","TB System","l","MEDA"
"21","","LB-2_kipjhmhc9s_96","","ssl1","","2","4","","","","","","","","","","","","TB System","l","MEDA"
"22","","LB-2_kipjhmhc9s_97","","ssl1","","2","6","","","","","","","","","","","","TB System","l","MEDA"
"23","","LB-2_kipjhmhc9s_98","","ssl1","","3","5","","","","","","","","","","","","TB System","l","MEDA"
"24","","LB-2_kipjhmhc9s_99","","ssl1","","2","5","","","","","","","","","","","","TB System","l","MEDA"
"25","","LB-2_kipjhmhc9s_9a","","ssl1","","2","7","","","","","","","","","","","","TB System","l","MEDA"
"26","","LB-2_kipjhmhc9s_9b","","ssl1","","2","15","","","","","","","","","","","","TB System","l","MEDA"
"28","","LB-2_kipjhmhc9s_9c","","ssl1","","2","9","","","","","","","","","","","","TB System","l","MEDA"
"29","","LB-2_kipjhmhc9s_9d","","ssl1","","2","6","","","","","","","","","","","","TB System","l","MEDA"
"33","","LB-2_kipjhmhc9s_9e","","ssl1","","2","6","","","","","","","","","","","","TB System","l","MEDA"
"37","","LB-2_kipjhmhc9s_9f","","ssl1","","2","1","","","","","","","","","","","","TB System","l","MEDA"
"38","","LB-2_kipjhmhc9s_9g","","ssl1","","2","1","","","","","","","","","","","","TB System","l","MEDA"
"41","","LB-2_kipjhmhc9s_9h","","ssl1","","2","4","","","","","","","","","","","","TB System","l","MEDA"
"53","","LB-2_kipjhmhc9s_9i","","ssl1","","2","5","","","","","","","","","","","","TB System","l","MEDA"
"54","","LB-2_kipjhmhc9s_9j","","ssl1","","2","6","","","","","","","","","","","","TB System","l","MEDA"
"61","","LB-2_kipjhmhc9s_9k","","ssl1","","2","3","","","","","","","","","","","","TB System","l","MEDA"
"62","","LB-2_kipjhmhc9s_9l","","ssl1","","2","15","","","","","","","","","","","","TB System","l","MEDA"
"63","","LB-2_kipjhmhc9s_9m","","ssl1","","2","8","","","","","","","","","","","","TB System","l","MEDA"
"65","","LB-2_kipjhmhc9s_9n","","ssl1","","2","8","","","","","","","","","","","","TB System","l","MEDA"
"80","","LB-2_kipjhmhc9s_9o","","ssl1","","2","6","","","","","","","","","","","","TB System","l","MEDA"
"$0-1","","LB-2_kipjhmhc9s_9p","","ssl1","","3","2","","","","","","","","","","","","TB Categories","l","MEDA"
"0-0","","LB-2_kipjhmhc9s_9q","","ssl1","","4","1","","","","","","","","","","","","TB Categories","l","MEDA"
"1-0","","LB-2_kipjhmhc9s_9r","","ssl1","","4","1","","","","","","","","","","","","TB Categories","l","MEDA"
"1-2","","LB-2_kipjhmhc9s_9s","","ssl1","","3","1","","","","","","","","","","","","TB Categories","l","MEDA"
"2-0","","LB-2_kipjhmhc9s_9t","","ssl1","","4","1","","","","","","","","","","","","TB Categories","l","MEDA"
"4-0","","LB-2_kipjhmhc9s_9u","","ssl1","","4","1","","","","","","","","","","","","TB Categories","l","MEDA"
"9-0","","LB-2_kipjhmhc9s_9v","","ssl1","","4","1","","","","","","","","","","","","TB Categories","l","MEDA"
"i$0-1","","LB-2_kipjhmhc9s_9w","","ssl1","","3","5","","","","","","","","","","","","TB Categories","l","MEDA"
"i0-0","","LB-2_kipjhmhc9s_9x","","ssl1","","3","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i1-0","","LB-2_kipjhmhc9s_9y","","ssl1","","4","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i1-2","","LB-2_kipjhmhc9s_9z","","ssl1","","3","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i2-0","","LB-2_kipjhmhc9s_a0","","ssl1","","4","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i4-0","","LB-2_kipjhmhc9s_a1","","ssl1","","4","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i9-0","","LB-2_kipjhmhc9s_a2","","ssl1","","4","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i2-9","","LB-2_kipjhmhc9s_a4","","ssl1","","2","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i5-4","","LB-2_kipjhmhc9s_a5","","ssl1","","2","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i5-5","","LB-2_kipjhmhc9s_a6","","ssl1","","2","4","","","","","","","","","","","","TB Categories","l","MEDA"
"i10-2","","LB-2_kipjhmhc9s_a7","","ssl1","","2","4","","","","","","","","","","","","TB Categories","l","MEDA"
"0","","LB-2_x6g9tv0p3e_2","","ssl1","","6","1","","","","","","","","","","","","TB System","l","MEDA"
"BISUNG DOGLAARA -DUPARI","","LB-2_kipjhmhc9s_a8","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"EKAA - KPAGLAHI","","LB-2_kipjhmhc9s_a9","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"ENYEWUTAA B - GORIPIE","","LB-2_kipjhmhc9s_aa","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"ENYEWUTAA GROUP A - GORIPIE","","LB-2_kipjhmhc9s_ab","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"KANDABANYE- VIEHAA","","LB-2_kipjhmhc9s_ac","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"KANTIBAGADO - GILLANG","","LB-2_kipjhmhc9s_ad","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"KANYIRI - KPAGLAHI","","LB-2_kipjhmhc9s_ae","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"MWINESUNBU - GUONUO","","LB-2_kipjhmhc9s_af","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"MWINILASONG GROUP B - GORIPIE","","LB-2_kipjhmhc9s_ag","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"MWINLANAAH - GUONUO","","LB-2_kipjhmhc9s_ah","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"NUBANG - FAA","","LB-2_kipjhmhc9s_ai","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"POGBELANGUORI - KPAGLAHI","","LB-2_kipjhmhc9s_aj","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SONGBAALA - GILLANG","","LB-2_kipjhmhc9s_ak","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"SONGMAALI - CHAGU","","LB-2_kipjhmhc9s_al","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"SONGTAA - CHAGU","","LB-2_kipjhmhc9s_am","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"SONGZELELAKPIEO - VIEHAA","","LB-2_kipjhmhc9s_an","","dga","","3","3","","","","","","","","","","","","Communities","l","MEDA"
"SONGZILAKPONG - CHAGUPANI","","LB-2_kipjhmhc9s_ao","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNGBAALA - JONGFIANG","","LB-2_kipjhmhc9s_ap","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNGBAWIERE - CHAGU","","LB-2_kipjhmhc9s_aq","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"SUNGNUMA 1 - DUPARI","","LB-2_kipjhmhc9s_ar","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNGNUMA 2 - DUPARI","","LB-2_kipjhmhc9s_as","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNGSUMA A - TOUSAA","","LB-2_kipjhmhc9s_at","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNGSUMA B -TOUSAA","","LB-2_kipjhmhc9s_au","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNGTAA NUMTAA - CHAGU","","LB-2_kipjhmhc9s_av","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNGTAA- NUNTAA - GORIPIE","","LB-2_kipjhmhc9s_aw","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"SUNGTAANUNTAA - DUPARI","","LB-2_kipjhmhc9s_ax","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"SUNTAAZELKPIEO - GBELZIEYIRI","","LB-2_kipjhmhc9s_ay","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"TANKAAMAALE A - TOUSAA","","LB-2_kipjhmhc9s_az","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TANKAAMAALE B - TOUSAA","","LB-2_kipjhmhc9s_b0","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TANKAAMALE A -GORIPIE","","LB-2_kipjhmhc9s_b1","","dga","","2","4","","","","","","","","","","","","Communities","l","MEDA"
"TANKAAMALE B - GORIPIE","","LB-2_kipjhmhc9s_b2","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIBANGBIO - BULENGA","","LB-2_kipjhmhc9s_b3","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIBUROTAA - YIBILE","","LB-2_kipjhmhc9s_b4","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIETAA A - TOUSAA","","LB-2_kipjhmhc9s_b5","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIETAA B - TOUSAA","","LB-2_kipjhmhc9s_b6","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIETAA LIENUBA - JONGFIANG","","LB-2_kipjhmhc9s_b7","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIETAADI - KPAGLAHI","","LB-2_kipjhmhc9s_b8","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"TIMONYE - BULENGA","","LB-2_kipjhmhc9s_b9","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"TIMONYE A - GORIPIE","","LB-2_kipjhmhc9s_ba","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIMOONYE - CHAGU","","LB-2_kipjhmhc9s_bb","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"TITITAA-IHI - CHAGU","","LB-2_kipjhmhc9s_bc","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TIZAAKAAWONO - TOUSAA","","LB-2_kipjhmhc9s_bd","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TUUROSONG - BULENGA","","LB-2_kipjhmhc9s_be","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"TUUROSONG A - TUOSAA","","LB-2_kipjhmhc9s_bf","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"TUUROSONG B - TOUSAA","","LB-2_kipjhmhc9s_bg","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"WONGWAAA - GILLANG","","LB-2_kipjhmhc9s_bh","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"YENGBANGUZIE -LIEWANYE","","LB-2_kipjhmhc9s_bi","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
"AJAASUMA - CHAGU","","LB-2_kipjhmhc9s_bj","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"AJAASUMA - DUPARI","","LB-2_kipjhmhc9s_bk","","dga","","2","2","","","","","","","","","","","","Communities","l","MEDA"
"AJAASUMA - TOUSAA","","LB-2_kipjhmhc9s_bl","","dga","","2","3","","","","","","","","","","","","Communities","l","MEDA"
